Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Ledesma, Jeremías",ARQ,Rosario Central,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alvarez, Pablo",DEF,Rosario Central,3700000,5,5,4,3,0,0,0,0,0,0,0,0,0,0,6,3.0,13.0,4.33,5.0,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
"Berra, Tomás",DEF,Rosario Central,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Donatti, Alejandro",DEF,Rosario Central,4200000,9,6,7,6,5,6,5,18,16,18,6,8,5,5,6,13.0,111.0,8.54,15.0,126.0,8.4,3.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Ferrari, Jonathan",DEF,Rosario Central,4000000,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2.0,7.0,3.5,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ferrari, Paulo",DEF,Rosario Central,4300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gómez Andrade, Yeimar",DEF,Rosario Central,1800000,9,4,8,7,8,2,5,0,4,5,5,8,3,5,0,11.0,60.0,5.45,13.0,73.0,5.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0
"Gómez, Elías",DEF,Rosario Central,500000,7,3,0,0,7,0,3,6,0,0,0,0,0,0,0,3.0,16.0,5.33,5.0,26.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
"Lazo, Lucas",DEF,Rosario Central,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Piñero, Fernando",DEF,Rosario Central,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salazar, Víctor",DEF,Rosario Central,500000,0,0,0,0,0,0,0,0,6,2,3,7,4,5,6,7.0,33.0,4.71,7.0,33.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
"Villagra, Cristian",DEF,Rosario Central,4100000,0,0,0,6,7,5,5,5,5,5,13,8,5,4,4,12.0,72.0,6.0,12.0,72.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
"Aguirre, Jonás",VOL,Rosario Central,2200000,5,0,0,0,0,5,6,6,6,5,6,12,5,7,5,10.0,63.0,6.3,11.0,68.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Barrientos, Fernando",VOL,Rosario Central,2900000,4,5,5,3,5,4,0,0,5,0,0,0,4,0,0,6.0,26.0,4.33,8.0,35.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Becker, Pablo",VOL,Rosario Central,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Colman, Gustavo",VOL,Rosario Central,400000,0,0,6,7,11,0,0,0,0,0,4,8,4,6,5,8.0,51.0,6.38,8.0,51.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Da Campo, Hernán",VOL,Rosario Central,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Domínguez, Nery",VOL,Rosario Central,4000000,0,0,0,0,4,0,0,8,3,5,4,6,6,6,6,9.0,48.0,5.33,9.0,48.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fared, Jesús",VOL,Rosario Central,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, José Luis",VOL,Rosario Central,4200000,6,5,6,6,-1,0,5,6,0,0,0,0,0,0,0,5.0,22.0,4.4,7.0,33.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Flores, Federico",VOL,Rosario Central,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"González, Maximiliano",VOL,Rosario Central,300000,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Lo Celso, Giovani",VOL,Rosario Central,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montoya, Walter",VOL,Rosario Central,800000,5,0,6,0,0,0,0,5,0,0,0,0,5,0,0,3.0,16.0,5.33,4.0,21.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Musto, Damián",VOL,Rosario Central,3500000,4,5,6,6,0,5,0,0,5,6,5,0,0,5,4,8.0,42.0,5.25,10.0,51.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Acuña, Walter",DEL,Rosario Central,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cervi, Franco",DEL,Rosario Central,500000,17,11,5,8,7,6,5,13,13,2,6,13,5,4,5,13.0,92.0,7.08,15.0,120.0,8.0,4.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
"Delgado, César",DEL,Rosario Central,5500000,0,5,0,0,0,4,0,6,5,6,11,0,6,4,8,8.0,50.0,6.25,9.0,55.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Migone, Rodrigo",DEL,Rosario Central,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Niell, Franco",DEL,Rosario Central,4800000,0,11,17,5,5,5,5,0,5,0,5,6,6,0,11,10.0,70.0,7.0,11.0,81.0,7.36,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Protti, Ijiel",DEL,Rosario Central,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ruben, Marco",DEL,Rosario Central,5000000,4,10,6,32,11,11,9,10,6,4,6,14,9,6,6,13.0,130.0,10.0,15.0,144.0,9.6,10.0,8.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Devecchi, José",ARQ,San Lorenzo de A,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Franco, Leonardo",ARQ,San Lorenzo de A,2800000,8,0,0,0,0,8,0,0,0,4,0,0,0,0,0,2.0,12.0,6.0,3.0,20.0,6.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Torrico, Sebastián",ARQ,San Lorenzo de A,4700000,0,5,2,9,5,0,15,5,9,0,9,5,9,5,14,11.0,87.0,7.91,12.0,92.0,7.67,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0
"Arias, Ramiro",DEF,San Lorenzo de A,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Buffarini, Julio",DEF,San Lorenzo de A,5000000,8,5,5,5,7,8,11,3,6,0,12,0,5,5,5,11.0,72.0,6.55,13.0,85.0,6.54,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0
"Cardona, Tomás",DEF,San Lorenzo de A,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Caruzzo, Matías",DEF,San Lorenzo de A,5100000,0,8,4,9,14,0,1,0,8,3,15,5,7,6,8,11.0,80.0,7.27,12.0,88.0,7.33,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0
"Catalán, Matías",DEF,San Lorenzo de A,1800000,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,1.0,5.0,5.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Cetto, Mauro",DEF,San Lorenzo de A,4500000,0,0,13,0,5,8,9,3,7,2,0,6,0,0,0,8.0,53.0,6.63,8.0,53.0,6.63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Fontanini, Fabricio",DEF,San Lorenzo de A,3000000,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mas, Emmanuel",DEF,San Lorenzo de A,4900000,8,5,6,7,6,9,8,7,7,7,7,3,7,7,8,13.0,89.0,6.85,15.0,102.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
"Prósperi, Gonzalo",DEF,San Lorenzo de A,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yepes, Mario",DEF,San Lorenzo de A,4800000,7,5,0,8,0,11,6,4,0,0,5,5,8,6,9,9.0,62.0,6.89,11.0,74.0,6.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0
"Barbaro, Alejandro",VOL,San Lorenzo de A,1400000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barrientos, Pablo",VOL,San Lorenzo de A,5000000,0,3,4,15,6,0,6,3,3,3,0,0,5,0,0,8.0,45.0,5.63,9.0,48.0,5.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Blanco, Sebastián",VOL,San Lorenzo de A,5200000,7,0,5,20,7,6,5,6,6,6,5,5,5,5,6,13.0,87.0,6.69,14.0,94.0,6.71,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cavallaro, Juan Ignacio",VOL,San Lorenzo de A,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kalinski, Enzo",VOL,San Lorenzo de A,4900000,0,0,0,6,5,5,4,0,0,0,0,0,0,0,3,5.0,23.0,4.6,5.0,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mercier, Juan",VOL,San Lorenzo de A,5600000,0,5,4,0,7,6,5,6,4,0,7,5,5,3,6,11.0,58.0,5.27,12.0,63.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mirabaje, Matías",VOL,San Lorenzo de A,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mussis, Franco",VOL,San Lorenzo de A,4700000,0,13,3,6,5,0,0,3,0,6,0,0,0,0,0,5.0,23.0,4.6,6.0,36.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Navarro, Leandro",VOL,San Lorenzo de A,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ortigoza, Néstor",VOL,San Lorenzo de A,5800000,6,0,0,0,0,0,0,0,5,5,4,6,4,6,0,6.0,30.0,5.0,7.0,36.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Quignón, Facundo",VOL,San Lorenzo de A,1500000,8,7,0,7,0,5,0,7,0,5,0,0,0,0,0,4.0,24.0,6.0,6.0,39.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Romagnoli, Leandro",VOL,San Lorenzo de A,5300000,12,11,5,3,19,5,7,0,7,0,5,6,5,11,5,11.0,78.0,7.09,13.0,101.0,7.77,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
"Ruiz, Alan",VOL,San Lorenzo de A,2400000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Avila, Ezequiel",DEL,San Lorenzo de A,1200000,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2.0,11.0,5.5,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benítez, Nahuel",DEL,San Lorenzo de A,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cauteruccio, Martín",DEL,San Lorenzo de A,5500000,0,12,4,0,0,0,0,5,0,4,4,11,20,6,5,8.0,59.0,7.38,9.0,71.0,7.89,5.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Matos, Mauro",DEL,San Lorenzo de A,5900000,12,0,5,5,10,12,21,5,11,5,5,0,0,5,0,10.0,84.0,8.4,11.0,96.0,8.73,5.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Montagna, Ezequiel",DEL,San Lorenzo de A,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Verón, Gonzalo",DEL,San Lorenzo de A,3800000,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,3.0,14.0,4.67,3.0,14.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Villalba, Héctor",DEL,San Lorenzo de A,3500000,10,0,5,0,0,6,5,5,9,0,7,6,10,9,4,10.0,66.0,6.6,11.0,76.0,6.91,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Ardente, Luis",ARQ,San Martín SJ,3800000,5,5,12,10,3,5,4,5,3,7,10,5,3,5,2,13.0,74.0,5.69,15.0,84.0,5.6,0.0,0.0,0.0,0.0,20.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
"Corti, Leonardo",ARQ,San Martín SJ,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Urraburu, Federico",ARQ,San Martín SJ,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Capelli, Javier",DEF,San Martín SJ,800000,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,3.0,15.0,5.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Carniello, Oscar",DEF,San Martín SJ,3400000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Franco, Daniel",DEF,San Martín SJ,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gómez, José Luis",DEF,San Martín SJ,3000000,6,7,6,8,2,4,5,30,5,18,8,6,3,6,4,13.0,105.0,8.08,15.0,118.0,7.87,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0
"Iberbia, Raúl",DEF,San Martín SJ,3200000,0,0,5,0,2,5,0,5,3,9,5,5,4,4,5,11.0,52.0,4.73,11.0,52.0,4.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0
"Jofré, Lucas",DEF,San Martín SJ,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ledesma, Damián",DEF,San Martín SJ,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mattia, Francisco",DEF,San Martín SJ,3300000,3,1,0,7,4,5,4,6,6,6,8,5,2,5,4,12.0,62.0,5.17,14.0,66.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0
"Pinto, Marcos",DEF,San Martín SJ,2000000,6,6,5,8,0,0,5,0,0,0,0,0,0,0,5,4.0,23.0,5.75,6.0,35.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Silva, Matías",DEF,San Martín SJ,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vera, Renzo",DEF,San Martín SJ,2400000,6,7,5,6,2,5,5,6,5,8,8,4,5,3,5,13.0,67.0,5.15,15.0,80.0,5.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
"Bogado, Mauro",VOL,San Martín SJ,3500000,5,0,6,5,4,4,6,13,3,12,5,6,6,5,3,13.0,78.0,6.0,14.0,83.0,5.93,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
"Bustos, Maximiliano",VOL,San Martín SJ,3300000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Canuhé, Cristian",VOL,San Martín SJ,3000000,0,0,0,0,5,6,5,5,4,0,0,0,5,4,0,7.0,34.0,4.86,7.0,34.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Covea, Michael",VOL,San Martín SJ,2800000,0,8,0,4,6,3,2,5,4,4,0,0,0,0,5,8.0,33.0,4.13,9.0,41.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fernández, Carlos",VOL,San Martín SJ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gelabert, Marcos",VOL,San Martín SJ,3100000,6,6,4,5,7,1,0,4,3,0,0,0,0,6,0,7.0,30.0,4.29,9.0,42.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
"López, Ramiro",VOL,San Martín SJ,2800000,19,5,5,4,0,0,5,0,0,5,0,0,0,0,0,4.0,19.0,4.75,6.0,43.0,7.17,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Martínez, Emanuel",VOL,San Martín SJ,300000,0,0,0,0,0,0,0,0,0,0,20,5,0,6,5,4.0,36.0,9.0,4.0,36.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Milano, Mauro",VOL,San Martín SJ,2700000,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Navarro, Alejandro",VOL,San Martín SJ,1500000,0,0,0,0,0,0,0,0,6,6,6,6,5,5,5,7.0,39.0,5.57,7.0,39.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pelaitay, Nicolás",VOL,San Martín SJ,2400000,5,5,5,3,6,4,0,0,0,0,0,0,0,0,0,4.0,18.0,4.5,6.0,28.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Quiroga, Raúl",VOL,San Martín SJ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salas, Lucas",VOL,San Martín SJ,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alaníz, Rodrigo",DEL,San Martín SJ,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aparicio, Eric",DEL,San Martín SJ,1500000,0,0,0,0,0,5,4,5,6,6,0,5,5,6,6,9.0,48.0,5.33,9.0,48.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bueno, Carlos",DEL,San Martín SJ,4000000,4,6,11,4,20,5,0,0,0,0,0,0,0,0,0,4.0,40.0,10.0,6.0,50.0,8.33,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Caballero, Franco",DEL,San Martín SJ,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Figueroa, Marcos",DEL,San Martín SJ,2400000,4,7,12,2,4,15,5,6,3,10,5,4,6,15,11,13.0,98.0,7.54,15.0,109.0,7.27,5.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
"Jones, Matías",DEL,San Martín SJ,1000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pinedo Zabala, Gustavo",DEL,San Martín SJ,2000000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Pumpido, Facundo",DEL,San Martín SJ,1000000,0,0,0,0,0,0,0,5,12,5,4,5,0,0,0,5.0,31.0,6.2,5.0,31.0,6.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitti, Pablo",DEL,San Martín SJ,2100000,0,0,0,0,0,0,0,0,0,0,0,8,12,4,6,4.0,30.0,7.5,4.0,30.0,7.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Agüero, Franco",ARQ,Sarmiento de Junín,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bangardino, Pablo",ARQ,Sarmiento de Junín,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rigamonti, César",ARQ,Sarmiento de Junín,3500000,1,5,3,6,3,4,9,1,10,10,5,9,2,9,10,13.0,81.0,6.23,15.0,87.0,5.8,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
"Vicentini, Manuel",ARQ,Sarmiento de Junín,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aguilar, Pablo",DEF,Sarmiento de Junín,2600000,4,5,3,6,5,0,0,0,7,8,4,6,0,0,0,7.0,39.0,5.57,9.0,48.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
